name,acronym,created_at,updated_at,invalid,dataset,reviewed,id,biography,canonical
Texas High Speed Rail and Transportation Corportation,,2014-04-24T04:14:06.751511,2014-04-28T07:08:25.664875,False,tx-lobbying-interests,False,15274,"8080 Park LaneSuite 600Dallas, TX 75231",
Texas High Speed Rail & Transportation Corporation,,2014-04-28T07:08:25.607807,2014-04-28T07:08:25.607816,False,tx-lobbying-interests,False,23668,"8080 Park LaneSuite 600Dallas, TX 75231",
Texas High School Coaches Association,,2014-04-24T04:14:06.725227,2014-04-28T07:08:25.607037,False,tx-lobbying-interests,False,15272,"2553 IH 35 SouthSan Marcos, TX 78666",
Texas High School Basketball Officials Association,,2014-04-24T04:14:06.712661,2014-04-28T07:08:25.561635,False,tx-lobbying-interests,False,15271,"10702 Lazy Meadows DriveHouston, TX 77064",
"Texas Hearing Aid Association, Inc.",,2014-04-24T04:14:06.688069,2014-04-28T07:08:25.517776,False,tx-lobbying-interests,False,15269,"P.O. Box 476Austin, TX 78767",
Texas Healthcare and Bioscience Institute,,2014-04-28T07:08:25.442786,2014-04-28T07:08:25.442796,False,tx-lobbying-interests,False,23664,"815 Brazos StreetSuite 310Austin, TX 78701",
Texas HealthSpring LLC,,2014-04-28T07:08:25.419837,2014-04-28T07:08:25.419845,False,tx-lobbying-interests,False,23663,"2900 North Loop West Suite 1300Houston, TX 77092",
Texas Health and Science University Inc.,,2014-04-24T04:14:06.675938,2014-04-28T07:08:25.419286,False,tx-lobbying-interests,False,15268,"4005 Manchaca RoadAustin, TX 78704",
Texas Health Resources,,2014-04-24T04:14:06.655638,2014-04-28T07:08:25.418766,False,tx-lobbying-interests,False,15267,",",
Texas Health Freedom Coalition,,2014-04-24T04:14:06.631431,2014-04-28T07:08:25.417589,False,tx-lobbying-interests,False,15265,"P.O. 301173Austin, TX 78703",
Texas Health Freedom,,2014-04-28T07:08:25.327199,2014-04-28T07:08:25.327209,False,tx-lobbying-interests,False,23662,"13063 Wild HeartHelotes, TX 78023",
Texas Health Care PLLC,,2014-04-28T07:08:25.295875,2014-04-28T07:08:25.295885,False,tx-lobbying-interests,False,23661,"2821 Lackland RoadSuite 300Fort Worth, TX 76116",
Texas Health Care Association,,2014-04-24T04:14:06.615410,2014-04-28T07:08:25.295205,False,tx-lobbying-interests,False,15264,"P.O. Box 4554Austin, TX 78765",
Texas H.O.R.S.E.,,2014-04-28T07:08:25.252645,2014-04-28T07:08:25.252653,False,tx-lobbying-interests,False,23660,"1016 La Posada DriveSuite 130Austin, TX 78752",
Texas Guaranteed Student Loan Corporation,,2014-04-24T04:14:06.594112,2014-04-28T07:08:25.251992,False,tx-lobbying-interests,False,15263,"P. O. Box 83100Round Rock, TX 78683",
Texas Grocery and Convenience Association,,2014-04-28T07:08:25.208725,2014-04-28T07:08:25.208735,False,tx-lobbying-interests,False,23659,"7719 Wood Hollow Dr.Suite 150Austin, TX 78731",
Texas Greyhound Association,,2014-04-24T04:14:06.578389,2014-04-28T07:08:25.177209,False,tx-lobbying-interests,False,15262,"P.O. Box 40Lorena, TX 76655",
Texas Grain & Feed Association,,2014-04-24T04:14:06.556779,2014-04-28T07:08:25.176579,False,tx-lobbying-interests,False,15261,"1701 River Run Suite 802Fort Worth, TX 76107",
Texas Government Consulting Inc.,,2014-04-28T07:08:25.121468,2014-04-28T07:08:25.121477,False,tx-lobbying-interests,False,23657,"819 Pack Saddle PassRound Rock, TX 78681",
Texas Good Roads/Transportation Association,,2014-04-24T04:14:06.532609,2014-04-28T07:08:25.120793,False,tx-lobbying-interests,False,15260,"1122 Colorado, Suite 305Austin, TX 78701",
Texas General Land Office,,2014-04-24T04:14:06.508909,2014-04-28T07:08:25.076431,False,tx-lobbying-interests,False,15259,"P.O. Box 12873Austin, TX 78711",
Texas Gas Service,,2014-04-24T04:14:06.485408,2014-04-28T07:08:25.075894,False,tx-lobbying-interests,False,15258,"504 Lavaca Ste 800Austin, TX 78701",
Texas Gaming Association,,2014-04-24T04:14:06.461387,2014-04-28T07:08:25.075252,False,tx-lobbying-interests,False,15257,"13355 Noel RoadSuite 1865Dallas, TX 75240",
Texas Fuel & Food Association,,2014-04-24T04:14:06.413678,2014-04-28T07:08:25.006244,False,tx-lobbying-interests,False,15255,"401 W. 15th Street, Suite 510Austin, TX 78701",
Texas Freedom Network,,2014-04-24T04:14:06.390121,2014-04-28T07:08:25.005540,False,tx-lobbying-interests,False,15254,"P.O. Box 1624Austin, TX 78767",
Texas Forest Industries Council,,2014-04-24T04:14:06.318876,2014-04-28T07:08:25.003437,False,tx-lobbying-interests,False,15251,"401 West 15th StreetSuite 840Austin, TX 78701",
Texas Food Bank Network,,2014-04-24T04:14:06.295295,2014-04-28T07:08:25.002769,False,tx-lobbying-interests,False,15250,"4388 W. Vickery Blvd. Suite 202Fort Worth, TX 76107",
Texas Food & Fuel Association,,2014-04-24T04:14:06.271270,2014-04-28T07:08:25.002009,False,tx-lobbying-interests,False,15249,"401 West 15th StreetAustin, TX 78701",
Texas First Foundation Inc.,,2014-04-28T07:08:24.846754,2014-04-28T07:08:24.846763,False,tx-lobbying-interests,False,23654,"815 Brazos StreetSuite 200Austin, TX 78701",
Texas Fireworks,,2014-04-28T07:08:24.802250,2014-04-28T07:08:24.802259,False,tx-lobbying-interests,False,23653,"PO Box 1014Nederkand, TX 77627-1014",
Texas Fire Chiefs Association,,2014-04-24T04:14:06.223735,2014-04-28T07:08:24.801547,False,tx-lobbying-interests,False,15247,"PO Box 66700Austin, TX 78766",
Texas Federation of Drug Stores,,2014-04-24T04:14:06.200216,2014-04-28T07:08:24.800889,False,tx-lobbying-interests,False,15246,"504 W. 12th StreetAustin, TX 78701",
Texas Farm Bureau Mutual Insurance Company,,2014-04-24T04:14:06.152299,2014-04-28T07:08:24.731415,False,tx-lobbying-interests,False,15244,"P.O. Box 2689Waco, TX 76702-2689",
Texas Farm Bureau Insurance Company,,2014-04-24T04:14:06.128265,2014-04-28T07:08:24.730760,False,tx-lobbying-interests,False,15243,"P.O. Box 2689Waco, TX 76702-2689",
Texas Fair Defense Project,,2014-04-24T04:14:06.033094,2014-04-28T07:08:24.622131,False,tx-lobbying-interests,False,15239,"510 S. Congress Ave. Ste 208Austin, TX 78704",
Texas Faculty Association,,2014-04-28T07:08:24.573053,2014-04-28T07:08:24.573064,False,tx-lobbying-interests,False,23650,"316 W. 12th StreetAustin, TX 78701",
Texas Executives of Homes for Children,,2014-04-28T07:08:24.509783,2014-04-28T07:08:24.509792,False,tx-lobbying-interests,False,23648,"3659 FM 724Tyler, TX 75704",
"Texas Excavation Safety System, Inc. (Texas811)",,2014-04-24T04:14:06.009431,2014-04-28T07:08:24.509020,False,tx-lobbying-interests,False,15238,"11880 Greenville Ave.Suite 120Dallas, TX 75243-3568",
Texas Ethanol LLC,,2014-04-28T07:08:24.470342,2014-04-28T07:08:24.470351,False,tx-lobbying-interests,False,23647,"P.O. Box 670873Dallas, TX 75236",
Texas Environmental Health Association,,2014-04-24T04:14:05.985545,2014-04-28T07:08:24.469572,False,tx-lobbying-interests,False,15237,"P. O. Box 889Wolfforth, TX 79382",
Texas Entertainment Association,,2014-04-24T04:14:05.961375,2014-04-28T07:08:24.424420,False,tx-lobbying-interests,False,15236,"P.O. Box 571505Houston, TX 77257",
Texas Energy Association for Marketers,,2014-04-24T04:14:05.914080,2014-04-28T07:08:24.380701,False,tx-lobbying-interests,False,15234,"400 West 15th StreetSuite 720Austin, TX 78701",
Texas Employment Law Council,,2014-04-28T07:08:24.338811,2014-04-28T07:08:24.338821,False,tx-lobbying-interests,False,23644,"1001 Fannin StreetSuite 2600Houston, TX 77002-6760",
Texas Employers for Immigration Reform,,2014-04-28T07:08:24.307482,2014-04-28T07:08:24.307492,False,tx-lobbying-interests,False,23643,"1209 NuecesAustin, TX 78701",
Texas Emergency Network,,2014-04-28T07:08:24.254546,2014-04-28T07:08:24.254555,False,tx-lobbying-interests,False,23641,"611 S. CongressSuite 300Austin, TX 78704",
Texas Emergency Care Center,,2014-04-24T04:14:05.889932,2014-04-28T07:08:24.253847,False,tx-lobbying-interests,False,15233,"13611 Skinner Drive#280Cypress, TX 77429",
Texas Electricity Professionals Association,,2014-04-24T04:14:05.866290,2014-04-28T07:08:24.253177,False,tx-lobbying-interests,False,15232,"707 West Avenue Suite 207Austin, TX 78701",
Texas Electric Cooperatives,,2014-04-24T04:14:05.818129,2014-04-28T07:08:24.196556,False,tx-lobbying-interests,False,15230,"1122 Colorado St.24th FloorAustin, TX 78701",
Texas Educational Diagnosticians Association,,2014-04-28T07:08:24.114285,2014-04-28T07:08:24.114295,False,tx-lobbying-interests,False,23638,"5750 Balcones Dr. Ste. 201Austin, TX 78731",
Texas Economic Development Council,,2014-04-24T04:14:05.746944,2014-04-28T07:08:24.113424,False,tx-lobbying-interests,False,15227,"1301 NuecesSuite 101Austin, TX 78701",
Texas Early Childhood Education Coalition,,2014-04-28T07:08:24.068034,2014-04-28T07:08:24.068043,False,tx-lobbying-interests,False,23637,"316 W. 12th St., Ste. 105Austin, TX 78701",
Texas Driver and Traffic Safety Education Association,,2014-04-28T07:08:24.023228,2014-04-28T07:08:24.023232,False,tx-lobbying-interests,False,23636,"P.O. Box 1350Huntsville, TX 77342",
Texas District and County Attorneys Association,,2014-04-24T04:14:05.699034,2014-04-28T07:08:24.022643,False,tx-lobbying-interests,False,15225,"505 W. 12th Street Suite 100Austin, TX",
Texas Distilled Spirits Association,,2014-04-24T04:14:05.675395,2014-04-28T07:08:23.986623,False,tx-lobbying-interests,False,15224,"10109 McKalla PlaceAustin, TX 78758",
"Texas Disposal Systems Landfill, Inc.",,2014-04-24T04:14:05.627756,2014-04-28T07:08:23.985509,False,tx-lobbying-interests,False,15222,"PO Box 17126Austin, TX 78760",
Texas Disposal Systems,,2014-04-24T04:14:05.554869,2014-04-28T07:08:23.893159,False,tx-lobbying-interests,False,15219,"3606 FM 1327Austin, TX 78910",
Texas Dietetic Association,,2014-04-28T07:08:23.802149,2014-04-28T07:08:23.802160,False,tx-lobbying-interests,False,23631,"4230 LBJ FreewaySuite 414Dallas, TX 75244",
Texas Desalination Association,,2014-04-24T04:14:05.505719,2014-04-28T07:08:23.769909,False,tx-lobbying-interests,False,15217,"823 Congress, Suite 620Austin, TX 78701",
Texas Dermatological Society,,2014-04-24T04:14:05.482174,2014-04-28T07:08:23.769237,False,tx-lobbying-interests,False,15216,"401 West 15thAustin, TX 78701",
Texas Department of Public Safety Officers Association,,2014-04-24T04:14:05.457914,2014-04-28T07:08:23.768564,False,tx-lobbying-interests,False,15215,"5821 Airport Blvd.Austin, TX 78752",
Texas Dentists for Medicaid Reform,,2014-04-24T04:14:05.433182,2014-04-28T07:08:23.767820,False,tx-lobbying-interests,False,15214,"P. O. Box 40118Austin, TX 78704",
Texas Dental Hygienists Association,,2014-04-24T04:14:05.407806,2014-04-28T07:08:23.689888,False,tx-lobbying-interests,False,15213,"PO Box 597Austin, TX 78767",
Texas Dental Hygiene Educators' Association,,2014-04-24T04:14:05.383253,2014-04-28T07:08:23.645390,False,tx-lobbying-interests,False,15212,"2217 Burning Tree LaneDenton, TX 76209",
Texas Dental Association,,2014-04-24T04:14:05.359754,2014-04-28T07:08:23.644643,False,tx-lobbying-interests,False,15211,"1946 S. IH 35Austin, TX 78704",
Texas Defender Service,,2014-04-24T04:14:05.336296,2014-04-28T07:08:23.587503,False,tx-lobbying-interests,False,15210,"510 S. Congress Suite 304Austin, TX 78704",
Texas Deer Association,,2014-04-24T04:14:05.312280,2014-04-28T07:08:23.542709,False,tx-lobbying-interests,False,15209,"403 E. Ramsey #204San Antonio, TX 78216",
Texas Daily Newspaper Association,,2014-04-28T07:08:23.485871,2014-04-28T07:08:23.485881,False,tx-lobbying-interests,False,23625,"718 W. 5th StreetSuite 200Austin, TX 78701",
Texas DPS Officers Association,,2014-04-28T07:08:23.454513,2014-04-28T07:08:23.454521,False,tx-lobbying-interests,False,23624,"5821 Airport Blvd.Austin, TX 78752",
Texas Criminal Justice Coalition,,2014-04-24T04:14:05.264783,2014-04-28T07:08:23.453807,False,tx-lobbying-interests,False,15207,"510 S. Congress Ave. Suite 104Austin, TX 78704",
Texas Credit Union League,,2014-04-24T04:14:05.217649,2014-04-28T07:08:23.396102,False,tx-lobbying-interests,False,15205,"1122 Colorado StreetSuite 1307Austin, TX 78701",
Texas Crane Owner's Association,,2014-04-24T04:14:05.193662,2014-04-28T07:08:23.395422,False,tx-lobbying-interests,False,15204,"P.O. Box 269Fredericksburg, TX 78624",
Texas Craft Brewers Guild,,2014-04-24T04:14:05.170196,2014-04-28T07:08:23.394680,False,tx-lobbying-interests,False,15203,"4053 North Loop 1604 West#105San Antonio, TX 78257",
Texas Court Reporters Association,,2014-04-28T07:08:23.299190,2014-04-28T07:08:23.299199,False,tx-lobbying-interests,False,23621,"P. O. Box 2379Athens, TX 75751",
Texas Court Appointed Special Advocates (CASA),,2014-04-24T04:14:05.146548,2014-04-28T07:08:23.298473,False,tx-lobbying-interests,False,15202,"1501 W. Anderson B-2Austin, TX 78757",
Texas County & District Retirement System,,2014-04-24T04:14:05.098609,2014-04-28T07:08:23.240645,False,tx-lobbying-interests,False,15200,"P.O. Box 2034Austin, TX 78768-2034",
Texas Counseling Association,,2014-04-24T04:14:05.074035,2014-04-28T07:08:23.239973,False,tx-lobbying-interests,False,15199,",",
Texas Council on Family Violence,,2014-04-24T04:14:05.050532,2014-04-28T07:08:23.239206,False,tx-lobbying-interests,False,15198,"P. O. Box 161810Austin, TX 78716",
Texas Council of MHMR Centers,,2014-04-28T07:08:23.158673,2014-04-28T07:08:23.158683,False,tx-lobbying-interests,False,23619,"8140 North Mopac ExpresswayWestpark Building 3 Suite 240Austin, TX 78759",
Texas Council of Engineering   Companies,,2014-04-28T07:08:23.094990,2014-04-28T07:08:23.094999,False,tx-lobbying-interests,False,23617,"1001 Congress AvenueSuite 200Austin, TX 78701",
Texas Council of Community MHMR Centers,,2014-04-24T04:14:05.002592,2014-04-28T07:08:23.055149,False,tx-lobbying-interests,False,15196,"8140 N. Mopac Expressway Suite 240Austin, TX 78759",
"Texas Council of Community Centers, Inc.",,2014-04-24T04:14:04.979019,2014-04-28T07:08:23.054585,False,tx-lobbying-interests,False,15195,"8104 N. Mopac ExpresswayWestpark Bldg. 3, Suite 240Austin, TX 78759",
Texas Council of Community Centers Inc.,,2014-04-24T04:14:04.955421,2014-04-28T07:08:23.053970,False,tx-lobbying-interests,False,15194,"8140 N. Mopac ExpressswayWestpark Bldg. 3 Suite 240Austin, TX 78759",
Texas Council of Administrators of Special Education Inc.,,2014-04-28T07:08:22.989785,2014-04-28T07:08:22.989794,False,tx-lobbying-interests,False,23615,"406 East 11th StreetSuite 312Austin, TX 78701",
Texas Council of Administrators of Special Education,,2014-04-24T04:14:04.876318,2014-04-28T07:08:22.989123,False,tx-lobbying-interests,False,15192,"406 East 11th StreetAustin, TX 78701-2617",
Texas Council for Adult Basic Education,,2014-04-28T07:08:22.949709,2014-04-28T07:08:22.949718,False,tx-lobbying-interests,False,23614,"1200 AmburnTexas City, TX 77591",
Texas Council Risk Management,,2014-04-28T07:08:22.911411,2014-04-28T07:08:22.911421,False,tx-lobbying-interests,False,23613,"P.O. Box 26655Austin, TX 78755-0655",
Texas Cotton Ginners' Association,,2014-04-24T04:14:04.828846,2014-04-28T07:08:22.887703,False,tx-lobbying-interests,False,15190,"408 West 14th StreetAustin, TX 78701-1619",
Texas Cotton Ginners Trust,,2014-04-24T04:14:04.805406,2014-04-28T07:08:22.886963,False,tx-lobbying-interests,False,15189,"409 W. 15th StAustin, TX 78701",
Texas Contractors for Fairness,,2014-04-24T04:14:04.781977,2014-04-28T07:08:22.830043,False,tx-lobbying-interests,False,15188,"P.O. Box 50085Austin, TX 78763",
Texas Consumer Choice Coalition,,2014-04-28T07:08:22.773087,2014-04-28T07:08:22.773096,False,tx-lobbying-interests,False,23610,"PO Box 4866Austin, TX 78765-4866",
Texas Construction and Restoration LLC dba Greenworld Construction Materials and Services USA,,2014-04-24T04:14:04.710397,2014-04-28T07:08:22.771970,False,tx-lobbying-interests,False,15185,"7910 Burleson Road, Building 2Austin, TX 78744",
Texas Construction Association,,2014-04-24T04:14:04.663129,2014-04-28T07:08:22.681985,False,tx-lobbying-interests,False,15183,"602 W. 13thAustin, TX 78701-1705",
Texas Conservative Coalition,,2014-04-24T04:14:04.639262,2014-04-28T07:08:22.681446,False,tx-lobbying-interests,False,15182,"P.O. Box 2659Austin, TX 78768",
Texas Conservation Association for Water and Soil,,2014-04-24T04:14:04.615788,2014-04-28T07:08:22.680812,False,tx-lobbying-interests,False,15181,"P.O. Box 658Temple, TX 76503",
Texas Conservation Alliance,,2014-04-28T07:08:22.613589,2014-04-28T07:08:22.613597,False,tx-lobbying-interests,False,23608,"P.O. Box 6295Tyler, TX 75711",
"Texas Conference of Urban Counties, Inc",,2014-04-24T04:14:04.592251,2014-04-28T07:08:22.613018,False,tx-lobbying-interests,False,15180,"500 W. 13th. St.Austin, TX 78701",
Texas Conference of Urban Counties,,2014-04-24T04:14:04.554331,2014-04-28T07:08:22.612384,False,tx-lobbying-interests,False,15179,",",
Texas Concrete Pipe Association,,2014-04-28T07:08:22.550746,2014-04-28T07:08:22.550755,False,tx-lobbying-interests,False,23607,"11201 FM529Houston, TX 77041",
Texas Computer Education Association,,2014-04-24T04:14:04.516425,2014-04-28T07:08:22.550084,False,tx-lobbying-interests,False,15178,",",
"Texas Community Propane, Ltd.",,2014-04-24T04:14:04.469385,2014-04-28T07:08:22.482849,False,tx-lobbying-interests,False,15176,"P. O. Box 90901Austin, TX 78709",
Texas Community College Teachers Association,,2014-04-24T04:14:04.445361,2014-04-28T07:08:22.432516,False,tx-lobbying-interests,False,15175,"5113 Southwest Parkway Suite 185Austin, TX 78735",
Texas Community Association Advocates,,2014-04-24T04:14:04.397672,2014-04-28T07:08:22.376060,False,tx-lobbying-interests,False,15173,"8588 Katy FreewaySuite349Houston, TX 77024",
Texas Committee for Effective Criminal Justice,,2014-04-24T04:14:04.374162,2014-04-28T07:08:22.375510,False,tx-lobbying-interests,False,15172,"PO Box 163711Austin, TX 78746-3711",
Texas Commercial Airports Association,,2014-04-24T04:14:04.350601,2014-04-28T07:08:22.374894,False,tx-lobbying-interests,False,15171,"1122 ColoradoSuite 106Austin, TX 78701",
Texas College of Traditional Chinese Medicine Inc.,,2014-04-28T07:08:22.313023,2014-04-28T07:08:22.313031,False,tx-lobbying-interests,False,23603,"4005 Manchaca RoadAustin, TX 78704",
Texas College of Emergency Physicians,,2014-04-24T04:14:04.326248,2014-04-28T07:08:22.312438,False,tx-lobbying-interests,False,15170,"2525 Wallingwood Building 13AAustin, TX 78746",
Texas Coalition to Abolish the Death Penalty,,2014-04-28T07:08:22.200020,2014-04-28T07:08:22.200029,False,tx-lobbying-interests,False,23601,"2709 S. Lamar Blvd.Suite 109Austin, TX 78704",
Texas Coalition of Homes for Children,,2014-04-24T04:14:04.230989,2014-04-28T07:08:22.199363,False,tx-lobbying-interests,False,15166,"1779 North Graham StreetStephenville, TX 76401",
Texas Coalition of Dental Service Organizations,,2014-04-24T04:14:04.206986,2014-04-28T07:08:22.198734,False,tx-lobbying-interests,False,15165,"1050 K Street, Suite 315Washington, DC 20001",
Texas Coalition of Cities for Utility Issues,,2014-04-24T04:14:04.183468,2014-04-28T07:08:22.111463,False,tx-lobbying-interests,False,15164,"101 W. Abram St.Arlington, TX 76004",
Texas Coalition of Cities for Franchised Utility Issues,,2014-04-28T07:08:22.036780,2014-04-28T07:08:22.036789,False,tx-lobbying-interests,False,23597,"1500 Marilla 7/b/northAttn: Don KnightDallas, TX 75201",
Texas Coalition for Utility Issues,,2014-04-28T07:08:21.974074,2014-04-28T07:08:21.974082,False,tx-lobbying-interests,False,23595,", TX",
Texas Coalition for Quality Patient Care,,2014-04-24T04:14:04.159941,2014-04-28T07:08:21.973408,False,tx-lobbying-interests,False,15163,"5601 Granite ParkwaySuite 460Plano, TX 75024",
Texas Coalition for Capital (CAPCO),,2014-04-28T07:08:21.930375,2014-04-28T07:08:21.930383,False,tx-lobbying-interests,False,23594,"816 Congress Ave.Suite 1260Austin, TX 78701",
Texas Coalition for Affordable Power,,2014-04-24T04:14:04.111904,2014-04-28T07:08:21.929269,False,tx-lobbying-interests,False,15161,"816 Congress Ave.Suite 1900Austin, TX 78701",
Texas Coalition for Affordable Insurance Solutions,,2014-04-24T04:14:04.087902,2014-04-28T07:08:21.928646,False,tx-lobbying-interests,False,15160,"500 West 13th StreetAustin, TX 78701",
Texas Coal Ash Utilization Group Inc.,,2014-04-28T07:08:21.866569,2014-04-28T07:08:21.866581,False,tx-lobbying-interests,False,23593,"816 CongressSuite 1700Austin, TX 78701-2443",
Texas Clubhouses,,2014-04-28T07:08:21.834435,2014-04-28T07:08:21.834443,False,tx-lobbying-interests,False,23592,"1530 N. Alamo StreetSan Antonio, TX 78215",
Texas Cloud Computing Association,,2014-04-24T04:14:04.064393,2014-04-28T07:08:21.833792,False,tx-lobbying-interests,False,15159,"823 Congress, Suite 620Austin, TX 78701",
Texas Classroom Teachers Association,,2014-04-24T04:14:04.040996,2014-04-28T07:08:21.790421,False,tx-lobbying-interests,False,15158,"P O Box 1489Austin, TX 78767",
Texas Civil Justice League,,2014-04-24T04:14:04.017013,2014-04-28T07:08:21.789867,False,tx-lobbying-interests,False,15157,"401 West 15th Suite 975Austin, TX 78701",
Texas City Independent School District,,2014-04-24T04:14:03.945844,2014-04-28T07:08:21.720008,False,tx-lobbying-interests,False,15154,"1401 Ninth Avenue NorthTexas City, TX 77590",
Texas Citrus Mutual Inc,,2014-04-24T04:14:03.922387,2014-04-28T07:08:21.719474,False,tx-lobbying-interests,False,15153,"901 Business Park DriveSuite 400Mission, TX 78572",
Texas Citrus Mutual,,2014-04-24T04:14:03.898572,2014-04-28T07:08:21.718948,False,tx-lobbying-interests,False,15152,"901 Business Park Dr.Mission, TX 78572",
Texas Christian University,,2014-04-24T04:14:03.851930,2014-04-28T07:08:21.717720,False,tx-lobbying-interests,False,15150,"2800 South University DriveFort Worth, TX 76129",
Texas Chiropractic Association,,2014-04-24T04:14:03.827981,2014-04-28T07:08:21.612497,False,tx-lobbying-interests,False,15149,"1122 Colorado St. Ste. 307Austin, TX 78701",
Texas Children's Hospital,,2014-04-24T04:14:03.804631,2014-04-28T07:08:21.569214,False,tx-lobbying-interests,False,15148,"6621 Fannin StHouston, TX 77030",
Texas Chemical Council,,2014-04-24T04:14:03.781146,2014-04-28T07:08:21.568593,False,tx-lobbying-interests,False,15147,"1402 Nueces StreetAustin, TX 78701-1586",
Texas Charter Schools Association,,2014-04-24T04:14:03.757288,2014-04-28T07:08:21.512845,False,tx-lobbying-interests,False,15146,"700 Lavaca StreetSuite 930Austin, TX 78701",
Texas Charter Management Organizations,,2014-04-24T04:14:03.733842,2014-04-28T07:08:21.512312,False,tx-lobbying-interests,False,15145,"10711 KIPP WayHouston, TX 77099",
Texas Charity Advocates,,2014-04-24T04:14:03.709893,2014-04-28T07:08:21.511764,False,tx-lobbying-interests,False,15144,"6503 Treadwell BLVDAustin, TX 78757",
Texas Chapter of the Wildlife Society,,2014-04-24T04:14:03.686486,2014-04-28T07:08:21.511133,False,tx-lobbying-interests,False,15143,"11001 La Roca CoveAustin, TX 78739",
Texas Chapter of the National Association of Housing and Redevelopment Officials,,2014-04-28T07:08:21.431743,2014-04-28T07:08:21.431751,False,tx-lobbying-interests,False,23586,"P. O. Box 416Olney, TX 76374",
Texas Chapter of the American Society of Landscape Architects,,2014-04-24T04:14:03.662928,2014-04-28T07:08:21.431012,False,tx-lobbying-interests,False,15142,"2001 Bryan St.Dallas, TX 75201",
Texas Chapter of the American College of Physicians,,2014-04-28T07:08:21.388140,2014-04-28T07:08:21.388150,False,tx-lobbying-interests,False,23585,"401 W. 15th St.Austin, TX 78701",
Texas Chapter of the American College of Cardiology,,2014-04-24T04:14:03.638616,2014-04-28T07:08:21.355834,False,tx-lobbying-interests,False,15141,"401 West 15th StreetAustin, TX 78401",
Texas Chapter of the American Academy of Orthotists and Prosthetists,,2014-04-28T07:08:21.313035,2014-04-28T07:08:21.313044,False,tx-lobbying-interests,False,23583,"P. O. Box 1960Round Rock, TX 78680-1960",
Texas Cemeteries Association,,2014-04-28T07:08:21.256866,2014-04-28T07:08:21.256874,False,tx-lobbying-interests,False,23582,"P.O. Box 9450Fort Worth, TX 76147",
Texas Catholic Conference of Roman Catholic Bishops,,2014-04-28T07:08:21.212999,2014-04-28T07:08:21.213007,False,tx-lobbying-interests,False,23581,"1600 N. CongressAustin, TX 78749",
Texas Catholic Conference,,2014-04-24T04:14:03.544584,2014-04-28T07:08:21.212434,False,tx-lobbying-interests,False,15137,"1600 N. Congress Suite BAustin, TX 78701",
Texas Caterpillar Dealers' Legislative Council,,2014-04-24T04:14:03.520055,2014-04-28T07:08:21.211792,False,tx-lobbying-interests,False,15136,"P.O. Box 1373Houston, TX 77251",
Texas Career & Technology Council,,2014-04-28T07:08:21.125955,2014-04-28T07:08:21.125966,False,tx-lobbying-interests,False,23579,"614 E.12th StreetAustin, TX 78701",
Texas Carbon Capture & Storage Association,,2014-04-28T07:08:21.094923,2014-04-28T07:08:21.094931,False,tx-lobbying-interests,False,23578,"P.O. Box 42022Austin, TX 78704",
Texas Captive Insurance Association,,2014-04-24T04:14:03.496536,2014-04-28T07:08:21.094237,False,tx-lobbying-interests,False,15135,"815A Brazos St., PMB 545Austin, TX 78701",
Texas Capitol Advocacy LLC,,2014-04-28T07:08:21.049083,2014-04-28T07:08:21.049094,False,tx-lobbying-interests,False,23577,"1122 Colorado StreetSuite 320Ausitn, TX 78701",
Texas Campaign to Prevent Teen Pregnancy,,2014-04-28T07:08:21.018248,2014-04-28T07:08:21.018257,False,tx-lobbying-interests,False,23576,"221 E. 9th StreetSuite 403Austin, TX 78701",
Texas Campaign for the Environment,,2014-04-24T04:14:03.472936,2014-04-28T07:08:21.017675,False,tx-lobbying-interests,False,15134,"611 S. Congress Ave.Suite 200Austin, TX 78704",
Texas Cable Association Inc.,,2014-04-28T07:08:20.967914,2014-04-28T07:08:20.967923,False,tx-lobbying-interests,False,23575,"919 Congress Ave. Suite 1350Austin, TX 78701",
Texas Cable Association,,2014-04-24T04:14:03.411589,2014-04-28T07:08:20.967147,False,tx-lobbying-interests,False,15132,"919 Congress Avenue Suite 1350Austin, TX 78701",
Texas Cable  Association,,2014-04-28T07:08:20.923231,2014-04-28T07:08:20.923239,False,tx-lobbying-interests,False,23574,"919 Congress AvenueAustin, TX 78701",
Texas CASA,,2014-04-24T04:14:03.364322,2014-04-28T07:08:20.859221,False,tx-lobbying-interests,False,15130,"1501 West Anderson LaneSuite B-2Austin, TX 78757",
Texas Business for Higher Education,,2014-04-28T07:08:20.815196,2014-04-28T07:08:20.815206,False,tx-lobbying-interests,False,23571,"916 Congress AvenueSuite 200Austin, TX 78701",
Texas Business for Clean Air,,2014-04-28T07:08:20.764016,2014-04-28T07:08:20.764025,False,tx-lobbying-interests,False,23569,"601 Elm StreetSuite 5000Dallas, TX 75201",
Texas Business Advertising Alliance,,2014-04-24T04:14:03.292792,2014-04-28T07:08:20.665475,False,tx-lobbying-interests,False,15127,"3701 Bee Caves Road Suite 101Austin, TX 78746",
"Texas Bus Association, Inc.",,2014-04-24T04:14:03.266626,2014-04-28T07:08:20.664765,False,tx-lobbying-interests,False,15126,"19225 Camino RealDale, TX 78616-2793",
Texas Burglar & Fire Alarm Association,,2014-04-24T04:14:03.240497,2014-04-28T07:08:20.626929,False,tx-lobbying-interests,False,15125,"P.O. Box 59982Dallas, TX 75229",
